Source Term ID	Source Term	Mapped Term Label	Mapped Term IRI	Mapped Term CURIE	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HD-MY-Z	HDMYZ	http://www.ebi.ac.uk/efo/EFO_0002190	EFO:0002190	FALSE	FALSE	FALSE	FALSE	FALSE
HEC1A_ENDOMETRIUM	HEC-1-A	HEC1A	http://www.ebi.ac.uk/efo/EFO_0002191	EFO:0002191	FALSE	FALSE	FALSE	FALSE	FALSE
HEC1B_ENDOMETRIUM	HEC-1-B	HEC1B	http://www.ebi.ac.uk/efo/EFO_0002192	EFO:0002192	FALSE	FALSE	FALSE	FALSE	FALSE
HGC27_STOMACH	HGC-27	HGC-27	http://www.ebi.ac.uk/efo/EFO_0006581	EFO:0006581	FALSE	FALSE	FALSE	FALSE	FALSE
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HH	HH	http://www.ebi.ac.uk/efo/EFO_0002194	EFO:0002194	FALSE	FALSE	FALSE	FALSE	FALSE
HMCB_SKIN	HMCB	HMCB	http://www.ebi.ac.uk/efo/EFO_0002195	EFO:0002195	FALSE	FALSE	FALSE	FALSE	FALSE
HNT34	HNT34	HNT-34	http://www.ebi.ac.uk/efo/EFO_0006583	EFO:0006583	FALSE	FALSE	FALSE	FALSE	FALSE
HOP62_LUNG	HOP-62	HOP62	http://www.ebi.ac.uk/efo/EFO_0006439	EFO:0006439	FALSE	FALSE	FALSE	FALSE	FALSE
HOP92_LUNG	HOP-92	HOP92	http://www.ebi.ac.uk/efo/EFO_0006440	EFO:0006440	FALSE	FALSE	FALSE	FALSE	FALSE
HOS_BONE	HOS	HOS	http://www.ebi.ac.uk/efo/EFO_0002196	EFO:0002196	FALSE	FALSE	FALSE	FALSE	FALSE
HPAC_PANCREAS	HPAC	HPAC	http://www.ebi.ac.uk/efo/EFO_0002197	EFO:0002197	FALSE	FALSE	FALSE	FALSE	FALSE
HS255T_FIBROBLAST	Hs 255.T	Hs 255.T	http://www.ebi.ac.uk/efo/EFO_0006584	EFO:0006584	FALSE	FALSE	FALSE	FALSE	FALSE
HS294T_SKIN	Hs 294T	Hs 294T	http://www.ebi.ac.uk/efo/EFO_0006585	EFO:0006585	FALSE	FALSE	FALSE	FALSE	FALSE
HS675T_FIBROBLAST	Hs 675.T	Hs 675.T	http://www.ebi.ac.uk/efo/EFO_0006587	EFO:0006587	FALSE	FALSE	FALSE	FALSE	FALSE
HS683_CENTRAL_NERVOUS_SYSTEM	Hs 683	Hs 683	http://www.ebi.ac.uk/efo/EFO_0006441	EFO:0006441	FALSE	FALSE	FALSE	FALSE	FALSE
HS695T_SKIN	Hs 695T	Hs 695T	http://www.ebi.ac.uk/efo/EFO_0006588	EFO:0006588	FALSE	FALSE	FALSE	FALSE	FALSE
HS746T_STOMACH	Hs 746T	Hs 746T	http://www.ebi.ac.uk/efo/EFO_0006589	EFO:0006589	FALSE	FALSE	FALSE	FALSE	FALSE
HS766T_PANCREAS	Hs 766T	Hs 766T	http://www.ebi.ac.uk/efo/EFO_0006590	EFO:0006590	FALSE	FALSE	FALSE	FALSE	FALSE
HS839T_FIBROBLAST	Hs 839.T	Hs 839.T	http://www.ebi.ac.uk/efo/EFO_0006591	EFO:0006591	FALSE	FALSE	FALSE	FALSE	FALSE
HS852T_SKIN	Hs 852.T	Hs 852.T	http://www.ebi.ac.uk/efo/EFO_0006592	EFO:0006592	FALSE	FALSE	FALSE	FALSE	FALSE
HS895T_FIBROBLAST	Hs 895.T	Hs 895.T	http://www.ebi.ac.uk/efo/EFO_0006593	EFO:0006593	FALSE	FALSE	FALSE	FALSE	FALSE
HS936T_SKIN	Hs 936.T	Hs 936.T	http://www.ebi.ac.uk/efo/EFO_0006594	EFO:0006594	FALSE	FALSE	FALSE	FALSE	FALSE
HS940T_FIBROBLAST	Hs 940.T	Hs 940.T	http://www.ebi.ac.uk/efo/EFO_0006595	EFO:0006595	FALSE	FALSE	FALSE	FALSE	FALSE
HT1080_SOFT_TISSUE	HT-1080	HT1080	http://www.ebi.ac.uk/efo/EFO_0002059	EFO:0002059	FALSE	FALSE	FALSE	FALSE	FALSE
HT115_LARGE_INTESTINE	HT115	HT115	http://www.ebi.ac.uk/efo/EFO_0006442	EFO:0006442	FALSE	FALSE	FALSE	FALSE	FALSE
HT1197_URINARY_TRACT	HT-1197	HT1197	http://www.ebi.ac.uk/efo/EFO_0002202	EFO:0002202	FALSE	FALSE	FALSE	FALSE	FALSE
HT1376_URINARY_TRACT	HT-1376	HT1376	http://www.ebi.ac.uk/efo/EFO_0002203	EFO:0002203	FALSE	FALSE	FALSE	FALSE	FALSE
HT144_SKIN	HT-144	HT144	http://www.ebi.ac.uk/efo/EFO_0006443	EFO:0006443	FALSE	FALSE	FALSE	FALSE	FALSE
HT29_LARGE_INTESTINE	HT-29	HT-29	http://www.ebi.ac.uk/efo/EFO_0001193	EFO:0001193	FALSE	FALSE	FALSE	FALSE	FALSE
HT55_LARGE_INTESTINE	HT55	HT55	http://www.ebi.ac.uk/efo/EFO_0006444	EFO:0006444	FALSE	FALSE	FALSE	FALSE	FALSE
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HT	HT	http://www.ebi.ac.uk/efo/EFO_0002200	EFO:0002200	FALSE	FALSE	FALSE	FALSE	FALSE
HUH1_LIVER	huH-1	huH-1	http://www.ebi.ac.uk/efo/EFO_0006445	EFO:0006445	FALSE	FALSE	FALSE	FALSE	FALSE
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuNS1	HuNS1	http://www.ebi.ac.uk/efo/EFO_0002207	EFO:0002207	FALSE	FALSE	FALSE	FALSE	FALSE
HUPT3_PANCREAS	HUP-T3	HuP-T3	http://www.ebi.ac.uk/efo/EFO_0006596	EFO:0006596	FALSE	FALSE	FALSE	FALSE	FALSE
HUPT4_PANCREAS	HUP-T4	HuPT4	http://www.ebi.ac.uk/efo/EFO_0002208	EFO:0002208	FALSE	FALSE	FALSE	FALSE	FALSE
IGR37_SKIN	IGR-37	IGR-37	http://www.ebi.ac.uk/efo/EFO_0006597	EFO:0006597	FALSE	FALSE	FALSE	FALSE	FALSE
IGROV1_OVARY	IGROV1	IGROV-1	http://www.ebi.ac.uk/efo/EFO_0005385	EFO:0005385	FALSE	FALSE	FALSE	FALSE	FALSE
IM95_STOMACH	IM95	IM-95	http://www.ebi.ac.uk/efo/EFO_0006446	EFO:0006446	FALSE	FALSE	FALSE	FALSE	FALSE
IMR32_AUTONOMIC_GANGLIA	IMR-32	IMR-32	http://www.ebi.ac.uk/efo/EFO_0001195	EFO:0001195	FALSE	FALSE	FALSE	FALSE	FALSE
IPC298_SKIN	IPC-298	IPC-298	http://www.ebi.ac.uk/efo/EFO_0006447	EFO:0006447	FALSE	FALSE	FALSE	FALSE	FALSE
J82_URINARY_TRACT	J82	J82	http://www.ebi.ac.uk/efo/EFO_0002210	EFO:0002210	FALSE	FALSE	FALSE	FALSE	FALSE
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JeKo-1	JeKo-1	http://www.ebi.ac.uk/efo/EFO_0005387	EFO:0005387	FALSE	FALSE	FALSE	FALSE	FALSE
JHH1_LIVER	JHH-1	JHH-1	http://www.ebi.ac.uk/efo/EFO_0006599	EFO:0006599	FALSE	FALSE	FALSE	FALSE	FALSE
JHH2_LIVER	JHH-2	JHH-2	http://www.ebi.ac.uk/efo/EFO_0006600	EFO:0006600	FALSE	FALSE	FALSE	FALSE	FALSE
JHH4_LIVER	JHH-4	JHH-4	http://www.ebi.ac.uk/efo/EFO_0006601	EFO:0006601	FALSE	FALSE	FALSE	FALSE	FALSE
JHH5_LIVER	JHH-5	JHH-5	http://www.ebi.ac.uk/efo/EFO_0006602	EFO:0006602	FALSE	FALSE	FALSE	FALSE	FALSE
JHH7_LIVER	JHH-7	JHH-7	http://www.ebi.ac.uk/efo/EFO_0006603	EFO:0006603	FALSE	FALSE	FALSE	FALSE	FALSE
JIMT1_BREAST	JIMT-1	JIMT-1	http://www.ebi.ac.uk/efo/EFO_0005388	EFO:0005388	FALSE	FALSE	FALSE	FALSE	FALSE
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JJN-3	JJN-3	http://www.ebi.ac.uk/efo/EFO_0006605	EFO:0006605	FALSE	FALSE	FALSE	FALSE	FALSE
JL1_PLEURA	JL-1	JL-1	http://www.ebi.ac.uk/efo/EFO_0006448	EFO:0006448	FALSE	FALSE	FALSE	FALSE	FALSE
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JM1	JM1	http://www.ebi.ac.uk/efo/EFO_0002212	EFO:0002212	FALSE	FALSE	FALSE	FALSE	FALSE
JRT3T35	JRT3T35	JRT3T35	http://www.ebi.ac.uk/efo/EFO_0002213	EFO:0002213	FALSE	FALSE	FALSE	FALSE	FALSE
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM-2	JVM-2	http://www.ebi.ac.uk/efo/EFO_0005476	EFO:0005476	FALSE	FALSE	FALSE	FALSE	FALSE
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM-3	JVM3	http://www.ebi.ac.uk/efo/EFO_0002214	EFO:0002214	FALSE	FALSE	FALSE	FALSE	FALSE
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-299	KARPAS 299	http://www.ebi.ac.uk/efo/EFO_0005390	EFO:0005390	FALSE	FALSE	FALSE	FALSE	FALSE
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-422	Karpas 422	http://www.ebi.ac.uk/efo/EFO_0005719	EFO:0005719	FALSE	FALSE	FALSE	FALSE	FALSE
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-620	KARPAS-620	http://www.ebi.ac.uk/efo/EFO_0006449	EFO:0006449	FALSE	FALSE	FALSE	FALSE	FALSE
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI-1	Kasumi-1	http://www.ebi.ac.uk/efo/EFO_0006607	EFO:0006607	FALSE	FALSE	FALSE	FALSE	FALSE
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI-2	Kasumi2	http://www.ebi.ac.uk/efo/EFO_0002224	EFO:0002224	FALSE	FALSE	FALSE	FALSE	FALSE
KCIMOH1_PANCREAS	KCI-MOH1	KCI-MOH1	http://www.ebi.ac.uk/efo/EFO_0006608	EFO:0006608	FALSE	FALSE	FALSE	FALSE	FALSE
KELLY_AUTONOMIC_GANGLIA	KELLY	KELLY	http://www.ebi.ac.uk/efo/EFO_0002069	EFO:0002069	FALSE	FALSE	FALSE	FALSE	FALSE
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KG-1	KG1	http://www.ebi.ac.uk/efo/EFO_0002218	EFO:0002218	FALSE	FALSE	FALSE	FALSE	FALSE
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHM-1B	KHM-1B	http://www.ebi.ac.uk/efo/EFO_0006609	EFO:0006609	FALSE	FALSE	FALSE	FALSE	FALSE
KLE_ENDOMETRIUM	KLE	KLE	http://www.ebi.ac.uk/efo/EFO_0002220	EFO:0002220	FALSE	FALSE	FALSE	FALSE	FALSE
KLM1_PANCREAS	KLM-1	KLM-1	http://www.ebi.ac.uk/efo/EFO_0006610	EFO:0006610	FALSE	FALSE	FALSE	FALSE	FALSE
KM12_LARGE_INTESTINE	KM12	KM12	http://www.ebi.ac.uk/efo/EFO_0006282	EFO:0006282	FALSE	FALSE	FALSE	FALSE	FALSE
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM-1	KMM-1	http://www.ebi.ac.uk/efo/EFO_0006611	EFO:0006611	FALSE	FALSE	FALSE	FALSE	FALSE
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-11	KMS-11	http://www.ebi.ac.uk/efo/EFO_0005694	EFO:0005694	FALSE	FALSE	FALSE	FALSE	FALSE
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-12-BM	KMS-12-BM	http://www.ebi.ac.uk/efo/EFO_0006612	EFO:0006612	FALSE	FALSE	FALSE	FALSE	FALSE
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-21BM	KMS-21-BM	http://www.ebi.ac.uk/efo/EFO_0006614	EFO:0006614	FALSE	FALSE	FALSE	FALSE	FALSE
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-26	KMS-26	http://www.ebi.ac.uk/efo/EFO_0006615	EFO:0006615	FALSE	FALSE	FALSE	FALSE	FALSE
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-27	KMS-27	http://www.ebi.ac.uk/efo/EFO_0006616	EFO:0006616	FALSE	FALSE	FALSE	FALSE	FALSE
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-28BM	KMS-28BM	http://www.ebi.ac.uk/efo/EFO_0006617	EFO:0006617	FALSE	FALSE	FALSE	FALSE	FALSE
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-34	KMS-34	http://www.ebi.ac.uk/efo/EFO_0006619	EFO:0006619	FALSE	FALSE	FALSE	FALSE	FALSE
KNS62_LUNG	KNS-62	KNS-62	http://www.ebi.ac.uk/efo/EFO_0006620	EFO:0006620	FALSE	FALSE	FALSE	FALSE	FALSE
KP2_PANCREAS	KP-2	KP-2	http://www.ebi.ac.uk/efo/EFO_0006621	EFO:0006621	FALSE	FALSE	FALSE	FALSE	FALSE
KP3_PANCREAS	KP-3	KP-3	http://www.ebi.ac.uk/efo/EFO_0006622	EFO:0006622	FALSE	FALSE	FALSE	FALSE	FALSE
KP4_PANCREAS	KP4	KP-4	http://www.ebi.ac.uk/efo/EFO_0006623	EFO:0006623	FALSE	FALSE	FALSE	FALSE	FALSE
KPL1_BREAST	KPL-1	KPL1	http://www.ebi.ac.uk/efo/EFO_0002221	EFO:0002221	FALSE	FALSE	FALSE	FALSE	FALSE
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KU812	KU812	http://www.ebi.ac.uk/efo/EFO_0002222	EFO:0002222	FALSE	FALSE	FALSE	FALSE	FALSE
KURAMOCHI_OVARY	KURAMOCHI	KURAMOCHI	http://www.ebi.ac.uk/efo/EFO_0006625	EFO:0006625	FALSE	FALSE	FALSE	FALSE	FALSE
KYSE140_OESOPHAGUS	KYSE-140	KYSE-140	http://www.ebi.ac.uk/efo/EFO_0006626	EFO:0006626	FALSE	FALSE	FALSE	FALSE	FALSE
KYSE150_OESOPHAGUS	KYSE-150	KYSE-150	http://www.ebi.ac.uk/efo/EFO_0006627	EFO:0006627	FALSE	FALSE	FALSE	FALSE	FALSE
KYSE180_OESOPHAGUS	KYSE-180	KYSE-180	http://www.ebi.ac.uk/efo/EFO_0006628	EFO:0006628	FALSE	FALSE	FALSE	FALSE	FALSE
KYSE270_OESOPHAGUS	KYSE-270	KYSE-270	http://www.ebi.ac.uk/efo/EFO_0006629	EFO:0006629	FALSE	FALSE	FALSE	FALSE	FALSE
KYSE30_OESOPHAGUS	KYSE-30	KYSE30	http://www.ebi.ac.uk/efo/EFO_0002223	EFO:0002223	FALSE	FALSE	FALSE	FALSE	FALSE
KYSE450_OESOPHAGUS	KYSE-450	KYSE-450	http://www.ebi.ac.uk/efo/EFO_0006630	EFO:0006630	FALSE	FALSE	FALSE	FALSE	FALSE
KYSE510_OESOPHAGUS	KYSE-510	KYSE-510	http://www.ebi.ac.uk/efo/EFO_0006631	EFO:0006631	FALSE	FALSE	FALSE	FALSE	FALSE
KYSE520_OESOPHAGUS	KYSE-520	KYSE-520	http://www.ebi.ac.uk/efo/EFO_0006632	EFO:0006632	FALSE	FALSE	FALSE	FALSE	FALSE
KYSE70_OESOPHAGUS	KYSE-70	KYSE-70	http://www.ebi.ac.uk/efo/EFO_0006633	EFO:0006633	FALSE	FALSE	FALSE	FALSE	FALSE
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-363	L-363	http://www.ebi.ac.uk/efo/EFO_0006450	EFO:0006450	FALSE	FALSE	FALSE	FALSE	FALSE
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-428	L428	http://www.ebi.ac.uk/efo/EFO_0002225	EFO:0002225	FALSE	FALSE	FALSE	FALSE	FALSE
LC1F_LUNG	LC-1F	LC-1F	http://www.ebi.ac.uk/efo/EFO_0002827	EFO:0002827	FALSE	FALSE	FALSE	FALSE	FALSE
LCLC103H_LUNG	LCLC-103H	LCLC-103H	http://www.ebi.ac.uk/efo/EFO_0006634	EFO:0006634	FALSE	FALSE	FALSE	FALSE	FALSE
LCLC97TM1_LUNG	LCLC-97TM1	LCLC-97TM1	http://www.ebi.ac.uk/efo/EFO_0006635	EFO:0006635	FALSE	FALSE	FALSE	FALSE	FALSE
LN18_CENTRAL_NERVOUS_SYSTEM	LN-18	LN-18	http://www.ebi.ac.uk/efo/EFO_0006636	EFO:0006636	FALSE	FALSE	FALSE	FALSE	FALSE
LN229_CENTRAL_NERVOUS_SYSTEM	LN-229	LN-229	http://www.ebi.ac.uk/efo/EFO_0006637	EFO:0006637	FALSE	FALSE	FALSE	FALSE	FALSE
LNCAPCLONEFGC_PROSTATE	LNCaP clone FGC	LNCaP clone FGC	http://www.ebi.ac.uk/efo/EFO_0005726	EFO:0005726	FALSE	FALSE	FALSE	FALSE	FALSE
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Loucy	Loucy	http://www.ebi.ac.uk/efo/EFO_0007112	EFO:0007112	FALSE	FALSE	FALSE	FALSE	FALSE
LOUNH91_LUNG	LOU-NH91	LOU-NH91	http://www.ebi.ac.uk/efo/EFO_0006638	EFO:0006638	FALSE	FALSE	FALSE	FALSE	FALSE
LOVO_LARGE_INTESTINE	LoVo	LoVo	http://www.ebi.ac.uk/efo/EFO_0006639	EFO:0006639	FALSE	FALSE	FALSE	FALSE	FALSE
LOXIMVI_SKIN	LOX IMVI	LOXIMVI	http://www.ebi.ac.uk/efo/EFO_0006284	EFO:0006284	FALSE	FALSE	FALSE	FALSE	FALSE
LS1034_LARGE_INTESTINE	LS1034	LS1034	http://www.ebi.ac.uk/efo/EFO_0002226	EFO:0002226	FALSE	FALSE	FALSE	FALSE	FALSE
LS180_LARGE_INTESTINE	LS 180	LS 180	http://www.ebi.ac.uk/efo/EFO_0006640	EFO:0006640	FALSE	FALSE	FALSE	FALSE	FALSE
LXF289_LUNG	LXF-289	LXF-289	http://www.ebi.ac.uk/efo/EFO_0006641	EFO:0006641	FALSE	FALSE	FALSE	FALSE	FALSE
M059K_CENTRAL_NERVOUS_SYSTEM	M059K	M059K	http://www.ebi.ac.uk/efo/EFO_0006451	EFO:0006451	FALSE	FALSE	FALSE	FALSE	FALSE
MALME3M_SKIN	Malme-3M	Malme3M	http://www.ebi.ac.uk/efo/EFO_0002243	EFO:0002243	FALSE	FALSE	FALSE	FALSE	FALSE
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC116	MC116	http://www.ebi.ac.uk/efo/EFO_0002228	EFO:0002228	FALSE	FALSE	FALSE	FALSE	FALSE
MCAS_OVARY	MCAS	MCAS	http://www.ebi.ac.uk/efo/EFO_0006453	EFO:0006453	FALSE	FALSE	FALSE	FALSE	FALSE
MDAMB134VI_BREAST	MDA-MB-134-VI	MDAMB134VI	http://www.ebi.ac.uk/efo/EFO_0001205	EFO:0001205	FALSE	FALSE	FALSE	FALSE	FALSE
MDAMB157_BREAST	MDA-MB-157	MDAMB157	http://www.ebi.ac.uk/efo/EFO_0001206	EFO:0001206	FALSE	FALSE	FALSE	FALSE	FALSE
MDAMB175VII_BREAST	MDA-MB-175-VII	MDAMB175VII	http://www.ebi.ac.uk/efo/EFO_0001208	EFO:0001208	FALSE	FALSE	FALSE	FALSE	FALSE
MDAMB231_BREAST	MDA-MB-231	MDAMB231	http://www.ebi.ac.uk/efo/EFO_0001209	EFO:0001209	FALSE	FALSE	FALSE	FALSE	FALSE
MDAMB361_BREAST	MDA-MB-361	MDAMB361	http://www.ebi.ac.uk/efo/EFO_0001211	EFO:0001211	FALSE	FALSE	FALSE	FALSE	FALSE
MDAMB415_BREAST	MDA-MB-415	MDAMB415	http://www.ebi.ac.uk/efo/EFO_0001212	EFO:0001212	FALSE	FALSE	FALSE	FALSE	FALSE
MDAMB436_BREAST	MDA-MB-436	MDAMB436	http://www.ebi.ac.uk/efo/EFO_0001214	EFO:0001214	FALSE	FALSE	FALSE	FALSE	FALSE
MDAMB453_BREAST	MDA-MB-453	MDAMB453	http://www.ebi.ac.uk/efo/EFO_0001215	EFO:0001215	FALSE	FALSE	FALSE	FALSE	FALSE
MDAMB468_BREAST	MDA-MB-468	MDAMB468	http://www.ebi.ac.uk/efo/EFO_0001216	EFO:0001216	FALSE	FALSE	FALSE	FALSE	FALSE
MDST8_LARGE_INTESTINE	MDST8	MDST8	http://www.ebi.ac.uk/efo/EFO_0006644	EFO:0006644	FALSE	FALSE	FALSE	FALSE	FALSE
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME-1	ME-1	http://www.ebi.ac.uk/efo/EFO_0006645	EFO:0006645	FALSE	FALSE	FALSE	FALSE	FALSE
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC-1	MEC1	http://www.ebi.ac.uk/efo/EFO_0002231	EFO:0002231	FALSE	FALSE	FALSE	FALSE	FALSE
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC-2	MEC2	http://www.ebi.ac.uk/efo/EFO_0006285	EFO:0006285	FALSE	FALSE	FALSE	FALSE	FALSE
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEG-01	MEG01	http://www.ebi.ac.uk/efo/EFO_0002232	EFO:0002232	FALSE	FALSE	FALSE	FALSE	FALSE
MELHO_SKIN	MEL-HO	MEL-HO	http://www.ebi.ac.uk/efo/EFO_0006647	EFO:0006647	FALSE	FALSE	FALSE	FALSE	FALSE
MESSA_SOFT_TISSUE	MES-SA	MESSA	http://www.ebi.ac.uk/efo/EFO_0002233	EFO:0002233	FALSE	FALSE	FALSE	FALSE	FALSE
MEWO_SKIN	MeWo	MeWo	http://www.ebi.ac.uk/efo/EFO_0006648	EFO:0006648	FALSE	FALSE	FALSE	FALSE	FALSE
MG63_BONE	MG-63	MG63	http://www.ebi.ac.uk/efo/EFO_0002234	EFO:0002234	FALSE	FALSE	FALSE	FALSE	FALSE
MHHES1_BONE	MHH-ES-1	MHH-ES-1	http://www.ebi.ac.uk/efo/EFO_0006650	EFO:0006650	FALSE	FALSE	FALSE	FALSE	FALSE
MHHNB11_AUTONOMIC_GANGLIA	MHH-NB-11	MHH-NB-11	http://www.ebi.ac.uk/efo/EFO_0006651	EFO:0006651	FALSE	FALSE	FALSE	FALSE	FALSE
MIAPACA2_PANCREAS	MIA PaCa-2	MIA Paca-2	http://www.ebi.ac.uk/efo/EFO_0002236	EFO:0002236	FALSE	FALSE	FALSE	FALSE	FALSE
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MJ	MJ	http://www.ebi.ac.uk/efo/EFO_0002237	EFO:0002237	FALSE	FALSE	FALSE	FALSE	FALSE
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-16	MOLM-16	http://www.ebi.ac.uk/efo/EFO_0006652	EFO:0006652	FALSE	FALSE	FALSE	FALSE	FALSE
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP-2	MOLP-2	http://www.ebi.ac.uk/efo/EFO_0006653	EFO:0006653	FALSE	FALSE	FALSE	FALSE	FALSE
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP-8	MOLP-8	http://www.ebi.ac.uk/efo/EFO_0006654	EFO:0006654	FALSE	FALSE	FALSE	FALSE	FALSE
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-16	MOLT16	http://www.ebi.ac.uk/efo/EFO_0002239	EFO:0002239	FALSE	FALSE	FALSE	FALSE	FALSE
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-3	MOLT-3	http://www.ebi.ac.uk/efo/EFO_0005265	EFO:0005265	FALSE	FALSE	FALSE	FALSE	FALSE
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-4	MOLT-4	http://www.ebi.ac.uk/efo/EFO_0001220	EFO:0001220	FALSE	FALSE	FALSE	FALSE	FALSE
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONO-MAC-6	Mono Mac 6	http://www.ebi.ac.uk/efo/EFO_0006287	EFO:0006287	FALSE	FALSE	FALSE	FALSE	FALSE
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ-3	MUTZ-3	http://www.ebi.ac.uk/efo/EFO_0005395	EFO:0005395	FALSE	FALSE	FALSE	FALSE	FALSE
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-1	NALM1	http://www.ebi.ac.uk/efo/EFO_0002244	EFO:0002244	FALSE	FALSE	FALSE	FALSE	FALSE
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-6	NALM6	http://www.ebi.ac.uk/efo/EFO_0002245	EFO:0002245	FALSE	FALSE	FALSE	FALSE	FALSE
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NAMALWA	NAMALWA	http://www.ebi.ac.uk/efo/EFO_0002246	EFO:0002246	FALSE	FALSE	FALSE	FALSE	FALSE
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB-4	NB4	http://www.ebi.ac.uk/efo/EFO_0002798	EFO:0002798	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH1092_LUNG	NCI-H1092	NCI-H1092	http://www.ebi.ac.uk/efo/EFO_0002249	EFO:0002249	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH1155_LUNG	NCI-H1155	NCI-H1155	http://www.ebi.ac.uk/efo/EFO_0002250	EFO:0002250	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH1299_LUNG	NCI-H1299	NCI-H1299	http://www.ebi.ac.uk/efo/EFO_0003043	EFO:0003043	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH1355_LUNG	NCI-H1355	NCI-H1355	http://www.ebi.ac.uk/efo/EFO_0002251	EFO:0002251	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH1373_LUNG	NCI-H1373	NCI-H1373	http://www.ebi.ac.uk/efo/EFO_0006657	EFO:0006657	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH1395_LUNG	NCI-H1395	NCI-H1395	http://www.ebi.ac.uk/efo/EFO_0002252	EFO:0002252	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH1435_LUNG	NCI-H1435	NCI-H1435	http://www.ebi.ac.uk/efo/EFO_0006658	EFO:0006658	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH1436_LUNG	NCI-H1436	NCI-H1436	http://www.ebi.ac.uk/efo/EFO_0002253	EFO:0002253	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH1437_LUNG	NCI-H1437	NCI-H1437	http://www.ebi.ac.uk/efo/EFO_0002254	EFO:0002254	FALSE	FALSE	FALSE	FALSE	FALSE
NCIH146_LUNG	NCI-H146	NCI-H146	http://www.ebi.ac.uk/efo/EFO_0006659	EFO:0006659	FALSE	FALSE	FALSE	FALSE	FALSE
